-9.74,0
-4.33,0.0993971824646
4.33,0.180794000626
6.49,0.258229970932
8.82,0.335950136185
11.02,0.413637161255
13.22,0.493087053299
15.43,0.570533037186
18.73,0.648019075394
21.06,0.736122131348
23.28,0.813580989838
25.5,0.891676187515
27.71,0.974739074707
30.11,1.0599861145
32.34,1.13821911812
35.68,1.21611404419
37.91,1.30001497269
40.14,1.37804818153
43.49,1.45590806007
45.72,1.54030704498
49.93,1.61889815331
52.2,1.69829297066
55.61,1.77815198898
58.21,1.86395907402
60.5,1.94200396538
63.92,2.02007317543
66.2,2.09859704971
69.23,2.1791100502
71.5,2.25679397583
74.9,2.33478999138
77.84,2.41270112991
81.28,2.4911839962
84.71,2.57187914848
85.86,2.65505099297
89.29,2.73564505577
91.58,2.83011603355
96.11,2.9143371582
98.42,2.99724912643
100.74,3.07495999336
103.35,3.15291595459
105.67,3.23253703117
106.83,3.31024217606
110.94,3.38850212097
112.11,3.46636199951
113.27,3.54398703575
114.44,3.62535595894
115.41,3.70730614662
116.59,3.79095101357
116.59,3.87391614914
118.63,5.53405618668
117.99,5.61885809898
117.99,5.69658017159
117.99,5.77534818649
117.99,5.85286617279
117.34,5.93102216721
117.34,6.01232504845
117.34,6.09184813499
117.34,6.17721414566
117.34,6.25804710388
117.34,6.33714103699
116.7,6.42079615593
116.7,6.4993751049
115.51,6.57912397385
115.51,6.65955996513
114.32,6.74191713333
114.32,6.8206319809
111.93,6.90010905266
111.66,6.98865103722
110.46,7.07350897789
109.26,7.15608310699
107.76,7.24099111557
106.57,7.32052612305
104.17,7.4000620842
101.78,7.47913002968
97.2,7.55992007256
94.86,7.63955497742
92.51,7.72110295296
90.68,7.80242013931
87.14,7.88249397278
83.61,7.97379207611
81.26,8.0565700531
75.26,8.14944815636
70.63,8.22814798355
68.32,8.30846595764
64.84,8.38739395142
59.36,8.46753811836
54.79,8.54641318321
50.22,8.62704610825
45.79,8.70763397217
41.21,8.78755712509
36.63,8.88542795181
32.05,8.96520400047
27.63,9.04542613029
23.03,9.12556695938
17.27,9.2047059536
12.66,9.28327798843
8.13,9.3623290062
3.48,9.44336795807
-1.16,9.52203011513
-3.58,9.60131907463
-8.36,9.68501806259
-11.94,9.76514101028
-16.72,9.84252214432
-20.3,9.92157411575
-24.67,10.0015721321
-28.37,10.0794279575
-30.84,10.1580090523
-34.54,10.2370519638
-37.01,10.3183159828
-40.11,10.3964409828
-43.87,10.4829571247
-46.37,10.5712029934
-49.65,10.6544811726
-52.19,10.7388720512
-53.47,10.8191831112
-56.01,10.8970701694
-59.32,10.9791381359
-60.61,11.0568900108
-61.89,11.1361351013
-63.18,11.2138280869
-64.47,11.2983911037
-67.44,11.3768520355
-68.76,11.457223177
-68.76,11.544768095
-72.35,11.6251339912
-72.35,11.7055261135
-73.72,11.7833280563
-73.72,11.8607671261
-73.72,11.945661068
-73.75,12.0241370201
-75.14,12.1016860008
-73.75,12.1791570187
-73.75,12.2578241825
-75.14,12.335916996
-75.14,12.4137749672
-73.72,12.5058281422
-73.72,12.5863130093
-74.92,12.673429966
-73.48,12.7620439529
-73.48,12.8460991383
-72.04,12.9255330563
-71.88,13.0165770054
-70.44,13.09405303
-70.44,13.1715650558
-70.12,13.2530751228
-68.68,13.3313651085
-67.25,13.4090261459
-67.25,13.4871060848
-65.82,13.5649731159
-63.06,13.6461591721
-63.06,13.7241501808
-61.66,13.8265771866
-58.42,13.9101121426
-55.7,13.9885790348
-54.34,14.0669410229
-54.34,14.1500611305
-49.38,14.228249073
-46.78,14.3065080643
-45.48,14.3840410709
-43.17,14.4625651836
-39.36,14.5464539528
-38.09,14.6257381439
-35.55,14.7059521675
-33.75,14.8117470741
-30.0,14.8898770809
-27.5,14.9677510262
-24.74,15.046557188
-21.03,15.1277711391
-18.55,15.205188036
-14.84,15.2845401764
-10.95,15.3685481548
-8.52,15.4469599724
-4.87,15.5306961536
-2.43,15.6109390259
2.43,15.7043840885
5.99,15.8000149727
11.97,15.8787400723
15.57,15.9563579559
19.16,16.033921957
22.69,16.1153011322
27.46,16.1927530766
31.05,16.270222187
35.82,16.3483741283
38.21,16.4259440899
43.46,16.5172891617
48.29,16.5958511829
51.91,16.674323082
56.74,16.7592310905
58.88,16.836867094
63.59,16.9161851406
67.13,16.9950420856
70.66,17.0741360188
74.61,17.1555981636
78.16,17.2332150936
81.71,17.3203310966
85.26,17.3999910355
87.63,17.4793031216
87.0,17.5896561146
91.58,17.6707429886
93.87,17.7481911182
96.16,17.8266711235
98.45,17.9048900604
98.73,17.9882321358
101.0,18.0658490658
102.14,18.1516540051
102.97,18.2297651768
104.11,18.3074431419
105.24,18.3903870583
106.37,18.4705410004
107.5,18.5584959984
107.5,18.6360659599
107.5,18.7135779858
106.37,18.7971451283
106.37,18.8747441769
104.63,18.9525310993
104.63,19.0309500694
103.5,19.1105439663
102.38,19.1880540848
101.25,19.2659740448
99.83,19.3786480427
96.47,19.4589810371
94.22,19.5442950726
91.44,19.6245970726
89.21,19.7089550495
85.87,19.7930150032
82.03,19.8713469505
78.71,19.9503691196
75.38,20.0313270092
72.06,20.1094191074
67.42,20.1880171299
63.0,20.2660140991
58.58,20.343888998
53.05,20.426846981
46.54,20.5056180954
41.13,20.5865449905
35.71,20.6740760803
30.34,20.7571880817
24.06,20.8357751369
17.78,20.9133470058
10.46,20.9913380146
5.88,21.0688831806
0.0,21.1476199627
-6.86,21.2251250744
